,HG1,HG10,HG4,HG5,HG6,HG7,HG8,HG9,MG1,MG10,MG2,MG3,MG4,MG5,MG6,MG7,MG8,MG9,HR1,HR10,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,MR1,MR10,MR2,MR3,MR4,MR5,MR6,MR7,MR8,MR9
488.2/1722,97243.10358,87249.09875,30750.29689,35617.36583,40104.09244,76252.58586,58991.8049,44051.97304,11127.57756,4627.329039,12375.60218,8853.711109,6269.529721,9665.463411,8241.649695,8552.853908,7160.913383,1772.893309,10415.03666,34038.53394,6858.660591,30684.79639,20611.60582,28384.26779,19247.85722,41770.16344,37137.01279,25456.51899,12571.73354,4853.515334,9535.298325,9522.771807,9453.789176,4770.125217,4526.473874,6349.919933,5645.243192,6493.304847
489.1/1715,22527.461,17260.14898,4069.047155,8229.409733,9874.491764,19742.01866,24327.37539,359.9899358,22929.37731,8460.812899,23324.39785,14128.72169,13949.68012,13601.30148,13380.98007,13613.70662,12143.1844,5295.929061,1734.841215,10520.88708,2603.618851,7227.93462,8878.775987,9863.924154,5706.202291,12919.59566,12503.55461,8350.598375,16393.25224,5170.200267,15978.74396,3514.012176,12571.87334,7389.593821,5989.797318,9691.124494,7836.393986,10518.96166
490.9/1494,34828.74526,69857.47651,14093.00016,30389.91526,112793.6665,128033.6298,56971.13035,28613.00073,84855.06158,61622.93314,94255.55267,23444.7664,12477.29258,45138.69819,46963.83498,38770.93001,41187.29348,5994.340481,1730.054628,58794.17495,1560.93001,14582.01714,3209.50274,12676.23869,73082.51972,55153.75961,47499.39362,67402.37889,10824.70296,18678.88835,13936.47617,21486.75091,5730.911251,16781.15547,11822.0904,67714.11836,63912.7585,19339.85715
493.1/2307,1072.779267,454.4334143,483.168471,653.1409631,869.6118974,511.6212428,789.4123475,561.1917215,217.7417528,24624.77512,56.78735256,150.801096,1464.005725,366.4347424,2003.245025,530.0322975,802.9672682,6079.634777,923.7358954,965.2274507,734.3866848,703.2386872,739.3841533,750.9208254,317.652686,912.2097936,809.7434481,840.2849072,1242.805412,5771.72308,21259.51778,21882.66778,23221.65359,10415.43653,10343.61144,2400.279183,11980.46205,5650.034081
495.2/2285,1532.309168,2420.570419,1022.160029,1136.346378,1021.820827,1319.691498,1185.25446,1286.355969,19963.35277,79031.65227,83050.21028,41832.17666,55862.79044,67494.45922,37300.98619,44948.65959,44190.30017,31732.37697,685.5522382,893.0277071,1167.741035,1242.923287,1214.557326,778.9915317,614.3350597,2267.969657,1015.097706,470.1171625,53122.29065,16273.45192,25939.14653,36209.02293,23836.54781,25598.49668,9543.759882,33589.01829,34341.7722,15161.86974
495.2/296,6229.086223,5145.299716,18013.3581,3917.332838,6567.901147,10041.19566,7255.724988,18948.79481,14473.80262,27719.07279,29947.57162,30614.25155,11477.04745,8979.773199,27359.11091,25881.98627,28548.22304,11774.12137,11123.84151,9626.82249,15711.53247,2922.526842,7058.449162,4128.707787,23250.45013,2098.028077,17879.28987,21643.00473,16717.17755,11352.60241,29312.74229,23618.27453,22354.34319,18794.91681,23559.68974,18068.89752,13446.52623,13644.86496
495.4/2287,575.6029906,1476.223748,292.5117268,744.1818363,52.67930337,703.6888516,397.1140007,230.2783752,20193.79621,0,82807.55535,41615.10344,56181.02374,62017.11293,16720.8739,46539.81578,35756.44534,175.2258897,67.83661105,616.3495004,421.5390964,477.5481456,405.5940207,83.53292283,219.7530242,1167.17325,677.2339053,234.985573,50824.24713,0,0,0,0,0,0,28475.40062,0,0
496.2/299,4099.934106,3498.475769,4005.299471,1516.349046,3265.205696,3562.784223,4186.884505,9127.349598,5321.773219,13613.01766,11912.97787,12503.34712,3790.183836,2809.842862,12278.57853,12186.10474,12925.18738,4236.635383,9468.53253,5379.334308,25075.76544,1225.680352,6483.477504,3485.317289,24606.29603,2087.503117,16315.27017,17461.05866,9623.629702,14598.17039,20176.56167,17500.40936,16812.47363,22019.9011,36552.41842,25221.2798,20700.60705,11466.3417
497.1/1715,38.71090761,116.725866,327.2424706,191.2405621,20312.69886,4285.455328,134.2768662,82901.21536,47754.08054,21034.74805,55919.28135,31641.38866,27970.76166,34714.03349,37471.74971,34113.69436,37057.45164,14504.04888,446.3867642,299.4965585,427.3636085,458.3338441,151.1646591,247.2829568,140.3410191,318.3135162,323.8822254,534.4943912,33379.92859,15440.52402,29631.43994,18696.21828,21875.14361,14517.90816,16816.7439,22023.38338,16164.10487,17336.42878
497.4/1714,120214.5691,106539.3025,50880.22012,54352.01654,85442.22018,108839.0178,118027.9025,71737.86806,0,0,2642.118086,0,0,0,0,0,0,68.64194729,598.3126061,27801.57819,749.6874212,327.0816954,421.4745986,15723.77937,2228.890288,60906.53413,25047.83302,25426.68521,0,9013.871391,0,8924.630118,0,442.7064657,0,0,0,687.9307938
497.7/1722,118366.2278,89127.78111,91513.63055,78519.93201,60036.3711,89935.09473,92475.38958,55658.21511,8039.628552,3635.538687,10173.31284,7050.212399,5625.255846,7583.793949,8114.262904,7544.165772,6246.596225,2398.895929,4838.552144,49606.11143,6074.894818,43421.04555,29764.45226,44928.97234,18535.65568,60864.76562,50427.40632,39033.14003,7552.367489,6926.67623,6670.944042,10456.51498,4850.403234,3520.207118,3103.397703,3792.97605,3320.008433,3496.67766
500.8/240,8588.336688,48554.99401,12999.5324,30070.65553,56339.93526,60908.7715,65794.94081,91413.37907,121896.3393,93776.84904,171920.3001,160164.9042,116460.528,123340.2036,123165.324,85772.40983,86276.79254,65340.66291,64977.54493,103309.8527,113601.7199,55339.21639,92072.52364,59071.81295,100884.0272,23462.33585,80961.63826,53486.26569,122866.264,43425.57271,55657.17855,48168.96198,44260.57398,36505.31875,18687.24981,51940.94654,55387.02931,40181.29012
501.2/239,34356.31049,212723.9887,51241.18005,99632.41813,160773.0008,177595.5128,302582.5314,140262.5924,119418.109,85664.51833,171622.3722,158296.6663,112983.7113,113512.837,117860.5587,79448.2208,80082.49538,57891.30398,87365.33904,210240.9561,222883.0413,87933.17432,173567.1411,243855.2202,97594.25692,17189.4956,77448.98747,80972.29382,111965.1256,25860.3998,45025.2315,31869.06622,33799.82254,19542.97712,9726.425458,42915.1281,37950.05642,20071.40174
502.7/240,25639.17512,50195.16607,85588.57532,94506.33734,41789.23189,25470.24849,132752.7307,77949.80873,64899.70932,57075.56846,87533.63964,81229.88285,64161.36052,71177.48362,72392.81314,52831.83245,53534.41129,41700.70813,3837.140846,92728.31367,98870.45992,7974.400754,83053.42044,138919.6335,57552.73986,15051.42533,46916.51897,11605.4041,69289.46889,30149.98002,39712.07578,33603.55891,29857.39934,24865.38084,12517.48636,37311.66193,35831.90285,27713.66463
502.9/1077,42881.77666,2598.684117,16479.45109,8384.306937,3303.908297,3597.710462,2748.636702,150844.8211,293.4289532,3254.752782,17793.98101,17620.97804,5266.287033,4199.159968,375.9805797,962.1645999,659.6313926,1364.79,42286.9813,97269.5253,44006.17451,21622.99619,33371.66534,23363.60668,45500.2643,4491.946354,74374.5762,17174.02944,14352.13482,11312.40505,8948.446854,4567.792825,4193.980242,1358.581622,3966.004917,3815.800833,4197.412378,2633.916291
503.7/241,107184.5535,55292.24694,62987.19184,57689.07917,48854.48306,40278.03659,53426.62064,30455.81346,28787.77609,22502.89014,36592.8173,29971.80588,26362.79868,29317.68843,29791.4869,20468.98527,21600.96199,15141.63287,20934.97051,39610.09448,40337.76961,25341.52797,33283.56134,49149.3502,22059.24076,5945.692685,18197.4797,20533.17662,29402.1712,12025.2738,15004.76594,12206.52476,12380.48602,8682.210979,4440.812432,14127.26687,13276.50154,10833.09463
504.8/240,32713.39014,35609.71179,38764.49787,44720.44915,35064.45188,24415.86495,37034.40077,19880.3673,17239.51414,12982.86686,22383.96967,20980.22278,16635.19166,17155.60609,17181.06298,11676.00861,12850.75299,8408.59631,13640.52218,24460.83736,27698.51496,15808.73247,23299.81643,35490.60441,12798.54669,3892.429873,11739.77682,11468.35193,16502.92881,5854.347998,8464.48266,6776.277966,5862.616079,4011.136992,2034.77696,8063.505625,8254.977209,5794.169866
505.2/1779,2900.791482,2227.341507,1032.665858,2119.502897,4252.188884,4235.730229,2672.331661,1962.937815,656.339769,197.9668595,1026.402777,1609.880784,653.8050827,401.4306089,160.914909,429.0738178,537.0297474,488.7379276,1859.728002,3394.972324,956.4077542,2242.105582,2370.710342,1245.330452,2144.941036,1799.128104,3108.285857,1207.433954,6820.116289,24528.98134,9247.727104,6204.710294,7156.109217,12942.54927,7786.130342,14076.42247,10053.85242,18297.94325
506.9/320,25887.313,48677.80572,28698.39311,27772.14,43496.35416,51370.93199,46259.61673,37142.57699,19751.06615,23924.2991,32362.98949,31938.09757,32272.32556,20075.17506,20142.71405,23681.86298,29647.05204,21513.61133,28010.62866,30700.55861,31835.17582,29194.37117,37942.58092,30521.80974,22046.04958,47362.78277,31747.57586,24938.80548,13778.34478,18549.0375,14593.63505,14504.33826,6880.90243,17820.90965,9841.990904,20518.75391,20978.53254,20771.3909
507.1/321,25691.86042,49998.90592,49356.46661,54808.65304,26348.11402,39485.19858,44325.10834,37523.48491,21036.03928,23084.93714,38684.24353,30769.84819,30522.64971,19956.94484,19426.14737,24193.73951,29738.23012,16194.92446,44929.32578,40498.82577,32833.7215,42821.24703,49587.86738,43107.33826,29756.78824,32259.95246,30690.49384,36180.76931,13666.59152,17041.56219,13681.92224,13364.94323,7164.411891,14657.9942,6483.410863,19157.47414,24286.30033,20766.47156
509.2/1723,27102.37869,31320.28957,16949.45486,16690.63748,12287.01533,11883.86873,27822.50445,18171.99867,3268.945988,1988.412569,8703.985457,7166.096804,1568.566459,4290.612839,3191.942139,2905.095833,2174.34052,1028.244519,2104.520497,16047.91661,1201.438939,5743.25055,7252.35312,6414.519858,8368.352837,14736.58325,12576.12284,12270.53418,5049.86032,1049.849337,2298.091904,3020.372703,2415.094452,1360.404955,1344.928844,1893.773507,1941.760038,1097.106671
510.2/299,2315.613895,966.045106,2192.973949,3611.932326,4469.269508,3602.860844,1509.615352,1915.776787,1240.655356,1978.666048,1232.278558,2302.562978,1182.997798,727.9630629,1493.0318,1272.371914,1362.0587,2258.872499,7939.829134,4283.483866,6062.561223,5434.781689,3153.394181,2769.49039,13629.81853,9196.084146,7260.525613,8750.325874,1164.89585,12349.85275,5936.181081,4668.478388,9479.478321,22843.70338,32716.61962,16661.61763,12533.96743,11819.72378
511.9/1172,359379.7478,533470.9884,1913448.956,1052757.682,845750.7868,471765.0523,269838.9291,629201.2384,279418.5371,277486.3909,476668.9647,208589.3987,409508.3163,360520.6302,853882.439,327403.5949,310077.2162,137505.2241,151574.5786,842468.6553,54546.36837,931087.0954,1157517.644,471290.1298,361482.0997,243618.5532,325448.0057,195579.7361,108360.8313,48756.45804,104604.035,91385.45797,23151.34172,151305.8762,66353.06075,122597.9877,84952.35245,123763.3711
512/1175,488872.3105,500778.8131,2654100.906,1055911.802,887511.428,489290.8994,265732.2229,772110.1189,268261.3353,289529.3565,496411.8842,258260.8642,405485.6052,623337.4706,865989.5028,338926.8135,321032.921,111862.7408,148444.263,849638.2617,50248.61758,975834.6465,1174419.843,473931.2903,421553.4467,237883.267,319195.6226,194314.5518,78566.89863,48626.58739,73622.77841,91576.66272,20054.84196,142624.5171,66303.63962,184571.4163,182285.5357,122843.3127
513.7/1173,20196.99977,15516.42671,11124.56261,17522.284,19887.35377,26189.71093,18869.68038,13225.13401,17794.9853,16867.76912,18663.29434,15410.86139,20322.09803,8244.199729,18482.32543,17799.18745,19258.51746,10778.97532,48483.69057,11542.21588,25044.54838,18060.23318,21757.22922,25259.00349,24622.5127,15234.01818,18426.04172,14150.83152,5307.589433,4798.351164,4619.74619,7421.261896,1871.369043,10973.93185,4883.216092,9611.829974,13279.35951,9300.939038
514.9/1657,2929.655034,7080.211604,61877.23499,5014.595548,2559.26676,12783.6592,8497.613673,3974.898644,1249.135051,319.7830003,2072.11618,997.456476,1303.278035,1027.639347,743.5121077,531.3294229,553.477593,1269.821459,167.9586705,240654.0752,0,0,0,4177.263901,6840.649404,466178.616,143493.8238,4923.735943,31396.15529,97119.18519,16520.7925,52456.42538,22739.60927,43077.69394,2767.786007,14617.60073,12852.09988,60518.29594
515/1783,8679.231293,15104.43021,11907.24129,7233.365222,3269.668827,4215.495871,10692.72184,5483.956426,592.0231714,1039.006554,5152.935521,2448.769891,9684.480897,1075.912907,121.3068686,346.7218251,209.6191737,4112.637039,1276.145913,828.0557126,1002.466305,1154.210011,1192.208537,578.8125353,3495.610735,1039887.526,940.9243421,1050.450347,158589.1182,299537.4302,60464.47869,223697.6952,36026.70357,82642.60672,1678.227185,6522.6977,5963.259518,146432.7536
516.7/241,1243.217557,58293.82491,1778.501272,5102.601601,8047.26644,60162.7793,30116.04693,32703.60281,29739.73762,17218.52569,17227.3444,12415.83209,19555.68864,10886.40975,2137.185614,15081.92909,14303.52148,14934.26845,51936.82601,31586.40676,22464.72588,70138.42717,30047.95671,16032.44926,18219.21015,16872.87815,20617.31891,19646.92871,14214.82813,14466.13306,20767.02254,10350.36139,8111.944818,11144.34212,7551.370343,10951.05124,7195.952397,16438.3101
518.7/241,19686.8431,28543.21065,33522.47136,28704.91546,23762.52173,26949.5592,13936.73953,17485.88623,14380.08392,7442.28531,7959.136914,5249.816109,10677.34865,4973.533847,1691.997138,7372.235369,6525.293246,7589.04421,24649.3904,15301.43706,17086.47173,32150.29017,13825.00337,27150.67161,10044.47997,8837.538059,11444.26479,24902.40236,6423.180841,8256.745737,10528.09143,5158.873306,3679.491718,5362.914783,3997.492693,5879.584111,3730.07302,8226.855642
528.9/1075,21044.49609,9445.290236,56088.26954,13138.83991,7560.69745,7274.738011,8257.703737,21521.37461,2280.146673,3475.279194,9795.258302,9517.956182,12497.63828,18165.35306,2509.418452,1322.570138,1034.251149,3849.910007,16758.42868,22942.92927,47765.76423,36524.06151,25127.89737,25337.1336,20324.45774,25793.45308,16356.92169,16558.49705,14269.7562,14512.98265,3652.765995,23991.63575,2965.504966,18275.16656,516.7282649,13002.41801,12190.41284,15763.65432
529.8/992,2395.301087,19907.8346,124040.8434,59646.24884,54816.24546,25070.6348,18448.76646,14209.39507,2136.612542,1086.233211,1670.47246,1553.60014,946.3520541,1274.847424,1448.309302,254.6425072,716.0480533,1351.862413,80891.05617,30936.06818,65295.90064,94813.50369,54525.15079,93721.51495,12887.10935,16877.95765,3324.878403,19070.06683,272.1201548,1149.231459,208.3531543,150.2331444,405.6341105,166.3285757,388.9476944,2046.415049,744.5407376,625.1748567
532.6/267,16189.13136,11683.51572,14231.55674,18416.2224,22195.20148,22017.64089,14962.17352,15965.48433,9455.993129,4261.165759,7332.479989,8652.262748,7100.504127,7472.109542,5322.151691,7801.941646,6844.977831,7552.519352,13322.66802,8505.938529,12445.25795,40346.89743,12595.6877,9165.9391,15770.53666,29484.76596,17959.23614,22124.61442,2017.589536,2662.300299,2421.553669,3268.910178,3523.018391,3857.100499,4736.228877,4112.36118,3977.856042,3892.138801
533.9/1175,5825.784434,10936.00104,23310.64897,16793.10052,15582.84899,9794.952089,7977.316641,15109.38462,6531.063269,5764.660908,8696.046242,4884.407573,7212.397336,5799.130276,10300.79942,6174.452581,7111.369415,2624.448969,16532.97238,11161.61695,8886.908787,16873.17794,18867.03997,14147.23575,6476.532878,5608.273779,6342.910788,4957.464699,2253.245899,1346.931117,2164.106681,2129.065323,806.8403068,2711.474474,1706.539205,3432.421311,2886.590212,2476.226304
534.8/1224,4904.248567,28893.46247,2440.943711,15797.41421,25197.41138,47420.29099,45401.63101,4357.577458,752.5978974,364.1980222,679.4583291,1154.069501,484.6497618,610.1587391,490.8064722,947.2410977,1230.384799,482.6808834,2067.550341,1130.228355,3738.086094,1628.036233,977.8131697,1517.910664,1455.924676,773.0554793,1535.065865,1959.418125,475.1588976,555.7382938,324.9575143,611.4699071,441.9157595,402.5937904,232.1518812,301.6900589,332.2632231,491.0361914
535.8/826,23048.11881,20709.96855,86132.84244,27218.0271,23653.4947,16687.25886,20552.99285,21337.25752,20366.74088,12912.49629,19138.23923,14435.56357,24829.9785,29782.30921,27322.88597,10380.40317,11458.58943,12280.05089,41238.49235,21805.31955,52482.08786,44507.70127,33169.67685,97193.97832,10394.43201,5681.865502,16625.49748,42703.3153,26161.1155,6889.218629,9802.784678,15587.22196,10203.86225,5193.906698,1003.617866,27064.61316,29082.29703,23565.87522
539.9/976,270.8833568,301.7421562,510.0392083,354.5438301,434.5835559,508.1215743,549.7916431,869.2418227,421.4345597,311.9984873,402.3150323,138.317581,214.4854751,639.4343851,47.08863868,303.5527205,252.1822201,186.4442003,29461.73902,18660.15051,108409.5999,13391.47733,74321.13468,7778.231994,51514.95875,3827.993462,9036.157602,12228.52155,18698.47535,7731.495666,41058.63185,13084.32433,13144.70521,8611.632913,8554.295313,18491.68752,15677.02675,1487.170475
541/716,665.5176227,286.1370023,9731.695642,677.9400985,601.1864412,216.2059967,425.4056774,329.3265486,698.8029277,227.7801929,285.4889072,400.2513617,303.4762908,594.4232062,858.1237397,283.2119738,0,248.5856223,1073.151202,39957.21009,135897.664,246415.3428,146757.7031,167434.084,39985.10037,13500.52396,11481.69868,23566.5159,800.0082669,18172.94338,1159.060657,3431.829291,3375.116564,6867.362098,7095.947325,13136.5866,14580.07045,2973.921085
547.9/917,17558.7562,7510.493083,39194.691,9871.460035,3145.914048,1422.752458,5199.232663,17078.75469,8335.679697,4566.337391,10869.26712,9499.072921,7452.313261,8845.974623,5895.953068,1860.14518,2000.55735,2915.286953,14335.44259,25858.86982,3815.499571,19776.47406,25038.87641,8804.994395,14977.59939,2678.320733,18867.39877,14850.85872,6421.794889,1210.239921,5722.327527,2803.377356,1663.546424,4208.192502,921.7028568,3459.650459,4207.154958,1988.664656
553.9/1363,20379.40812,10625.45694,27082.96541,33315.91154,24089.01503,6854.190463,5146.971914,33664.43443,5516.983088,6640.306454,19599.73458,6023.861193,11701.58384,15397.62319,13647.15198,7168.088939,6013.282824,3693.602969,10817.73946,18045.58965,9712.022681,16438.91143,15252.86034,15439.54562,15857.74773,6777.980943,17480.72274,934.0366234,4827.297681,1335.066446,4786.771672,5687.545597,327.8133156,4606.823357,1371.757255,2480.298903,4574.576956,2740.793882
555.8/1362,32234.21783,41656.99144,319993.4639,97556.04224,76589.58945,30981.71291,19215.06581,93004.26256,16055.48778,27289.68449,66302.90868,15867.79932,43715.11178,64894.80353,57887.90851,28319.85113,28062.63815,15456.96315,70184.67095,136808.6903,29604.17616,181071.9715,263536.9167,136286.4097,55433.02053,30320.70875,57324.56331,4906.259205,18000.99828,2823.932058,20002.35515,12391.38943,654.3826519,22651.76322,5608.158004,14759.30131,27099.70112,21153.78954
565/343,74398.1971,255827.1572,153258.2511,124255.937,181792.8131,108024.8531,276077.2851,115503.1276,119643.0548,130474.1997,91646.19533,102541.5627,145584.9568,109092.7293,109903.9643,155402.172,152990.0738,104698.0818,207637.0742,104944.3917,127057.5252,124276.0715,127628.5755,116988.3339,90784.11224,84627.08309,65796.04851,74561.6732,43076.43716,72379.49811,40355.89415,61065.37821,31027.68922,50056.98023,19789.65622,149475.3594,144466.4673,49700.33637
564.9/738,5393.068313,541.1647834,37238.06291,2990.668443,9427.382892,7244.7278,1068.72332,18451.49938,1220.540688,1059.297777,3140.192881,2419.903144,2244.455166,1314.320747,250.0196975,286.0573812,664.9894945,801.5460002,26954.64774,62217.63751,127858.3366,123677.2768,147516.6135,114569.3858,55889.30499,5767.660018,24533.02452,45820.1608,10012.8276,29158.72382,6481.898539,16877.89363,18946.13934,8742.292177,14185.37139,55443.14966,57949.82414,7439.408731
565.1/301,40294.05663,44265.19547,121648.3251,96651.40102,102480.821,83586.97277,66098.16963,82402.3139,42568.91531,38658.7496,35838.18505,64869.40541,94538.59144,17000.89788,85995.13419,106700.6691,102796.4909,208125.2074,96195.52397,73940.21729,40053.80657,70314.28114,91635.26093,44277.13345,101340.0466,63344.48705,87385.83852,102706.079,12322.04582,67720.53015,43223.90359,35685.49783,32880.01831,50320.23977,205830.1733,71330.71097,70406.62764,59335.97308
567/301,11492.61262,4944.556888,11555.4268,11161.57896,13614.88185,11080.5212,8770.472773,22536.41668,12301.44674,21610.60665,16171.3851,25923.65062,15805.00127,5809.708957,16265.17193,26072.25317,25470.0532,30050.98512,26825.1872,8680.893652,7509.369294,4353.340014,9427.706607,3344.370225,22554.71982,12774.0125,21357.18167,17554.02367,10459.71181,14531.7821,17646.51771,11502.96019,17096.49925,9034.135741,23905.01939,13548.29296,13548.35935,11758.36191
567.9/302,5680.490566,2235.336628,2558.912291,4492.366168,7648.472258,7898.547684,4417.652253,7109.348136,2947.931434,6344.365753,4998.043292,9147.940567,5489.090744,1710.592577,6334.849851,7158.596112,7187.316212,9334.555204,34515.93992,5775.993364,25384.70169,3270.217526,5941.676599,1987.181818,33599.58451,21673.87664,30170.94363,30568.79679,5335.926808,39364.17514,17743.46889,16267.86807,18051.14972,15200.77032,53159.94626,24448.9599,24509.60215,21029.57052
574.1/294,8734.75433,2057.597326,5265.537231,4320.129219,7289.205185,5205.400884,2271.879412,16677.44772,19453.51293,25178.67244,15182.21559,18120.15809,5599.781516,10585.34858,6824.886483,7214.831237,8105.773657,7115.794568,5131.019447,2655.844196,2086.010783,2750.561445,3186.447556,4993.234057,2399.932397,3523.770434,2657.977833,3037.429812,12953.95336,1270.921907,8256.474671,6765.44086,5991.167334,2510.927496,3080.186145,3026.585176,2558.227602,1855.576994
574.9/731,15230.59757,545.1384401,1692.07772,632.0568684,1674.567605,2766.225312,776.6043973,23850.53694,2832.744883,6663.231738,19787.97216,14122.60536,1897.557655,6388.69729,1179.680065,947.5528857,1223.981121,945.3429514,82735.63907,2789.228718,14650.17058,1348.724897,4387.521451,1498.07034,20576.39788,486.8982507,10632.08318,23323.25694,33708.53259,4086.829822,27536.4315,21471.68843,32452.48502,5817.347751,11106.76596,24102.71488,22234.73358,2710.006115
576.9/1421,11990.47027,25922.85994,57092.16949,25384.48223,32867.48082,31565.64034,25135.7482,14287.8732,4019.327914,2648.646788,6820.493952,2997.47274,4634.046348,2419.485168,8568.301056,8424.39088,8165.104865,1872.020678,10994.2734,14957.50288,37657.3622,17566.18055,39671.23123,34460.10667,22458.03248,6623.418,7942.454546,11326.64729,1153.388398,1805.325645,835.1375326,1211.279818,768.6239445,1261.073814,428.6950273,6161.185471,7232.265688,2184.125008
580.9/431,20069.59294,424.3043884,5354.973338,128.4834697,187.4551845,974.4350359,0,22804.47111,182845.4566,89316.81682,42916.85859,107012.446,3226.925472,58206.14605,9796.181428,23433.82982,23447.90743,1277.681204,172248.6653,1158.069417,18033.54201,451.0386641,1522.247424,215.8211224,19917.26261,77.55481574,8948.428783,6844.944444,141284.8309,11501.16165,115747.1624,195952.6257,356149.8339,31568.46125,76331.29931,91115.42001,83067.51823,4193.639764
585.1/715,65793.09808,178.7899167,1299.971128,217.6137333,826.7885037,2640.751871,588.8984362,87410.03869,53339.02072,188431.2628,310172.8783,252405.2135,11441.85047,231333.5153,47522.82684,24468.60781,24089.46023,10684.79856,49600.03259,1349.373158,4497.872701,1240.875707,1393.42617,699.8762102,13259.4508,335.1085274,9717.195378,23047.11318,325595.5391,2920.491645,184293.8727,86760.81583,101535.3487,14575.23834,33820.41324,46484.96905,29261.80112,2742.603611
588.9/429,3712.797343,204.4957983,816.9987695,37.12627188,172.4489262,258.4102455,230.1154403,5248.498214,37681.08948,15472.49682,6590.353313,22097.88487,877.558947,3886.856739,2107.409158,5735.671953,5698.67641,88.71971367,36090.15474,702.1012436,2915.222282,60.84337889,1056.82943,315.9228133,6029.246752,63.40380402,2428.060319,2378.460541,12286.13551,955.4548609,19104.75336,21079.61681,49720.65984,6269.995597,16853.2664,10665.92298,14105.85457,767.3614567
589/1823,13508.48924,19326.81262,9005.592218,58893.71219,42130.18805,37490.14392,17577.56088,2674.751333,2648.410733,1477.858033,1155.880635,2483.251853,11913.34558,809.2461925,2047.153537,2016.730116,1470.306372,6102.606662,658.5936299,6720.575528,656.7701899,13567.26965,1344.973336,8147.059664,8901.543646,10082.15623,3447.548177,21344.30279,446.8089405,1530.556509,382.5245115,552.6303899,282.5226086,429.6081474,122.7733894,1482.734025,1321.872962,1058.021424
591.1/308,10271.61438,32445.39319,14332.05589,21008.60697,14284.20831,14995.17959,21448.6032,17478.08964,12637.99761,9995.32635,14040.81082,13361.42982,14188.35676,6926.115168,22750.36944,17711.31484,17299.65142,12552.89086,25434.87463,15699.02934,13801.6637,25624.13734,23579.8214,19853.38694,10480.50571,4084.830541,13983.73783,8187.356086,7191.489299,9952.480318,7767.498779,7870.863836,5844.865426,9668.148453,7915.537688,14595.05119,17666.58981,10022.17578
591.3/308,10956.18798,32451.79796,14332.05589,21008.60697,14121.83478,14995.17959,21635.10359,18468.30317,13055.1737,10454.62241,13762.1296,13318.05152,14660.37632,6926.115168,23014.65509,17956.50248,17703.44155,13315.18332,27850.95329,15867.07062,13808.32835,25640.09734,23601.61118,19919.6642,10810.05132,4084.830541,14230.08996,8187.356086,7186.692986,10461.77288,7761.831885,7344.544074,5844.865426,9265.202797,7021.222826,13967.50357,18677.11993,9835.300201
593/1870,139327.7183,244711.1937,7311.734232,117177.7425,157154.8108,179492.157,139353.9473,183976.7439,337354.9186,63405.44241,203896.418,314591.4028,646181.4031,306436.5357,209647.3204,101170.5453,99047.49037,384200.3091,1188.645415,99101.66682,82.54629452,21179.46,320.0542347,7918.04223,100253.6264,198144.0281,134120.4555,60014.44807,157376.0561,335358.3024,109380.9252,334955.2216,71924.44697,171827.3044,25727.29827,45447.01142,35873.02678,138181.6093
593/1355,1088.581604,1870.16306,3013.708287,1932.909889,857.9232057,1081.154857,1280.842546,1585.481882,314.242464,324.3937957,885.6329465,665.3127415,1325.85499,185.7106262,111.8904149,124.3601692,83.34755643,124.4637693,82429.88411,9980.624771,83183.70395,25197.49478,26581.73673,38528.38335,18018.20502,10119.32763,8244.283536,29140.45818,2034.679082,13191.74315,1428.031951,2630.084369,3209.30716,1464.054373,3561.377726,6681.170497,7126.593981,3217.892301
593.3/1871,346954.9815,910279.5627,661281.0651,1698145.866,829749.9171,631948.9023,1006596.413,353513.2681,349201.5011,64262.26585,401686.588,317897.8763,669915.4972,306898.9536,213262.1798,102486.3909,101735.9182,397824.6548,23222.92789,441795.7014,230524.1697,148832.9745,123024.1551,448405.6783,708873.8566,396683.3874,127470.3837,540448.1802,157050.4216,341135.1026,110289.2973,336586.2602,70985.7565,171541.4471,25727.29827,45842.19123,35873.02678,141048.8137
595/1326,3868.973901,3691.576968,11259.31739,2909.980685,1450.0959,1616.421619,3629.717736,1067.960755,842.9652506,225.7254134,1369.78825,1475.91473,14329.84189,1045.62504,390.9127453,401.3490996,157.4965065,16414.44002,19271.82921,28118.68401,13189.37475,40640.97183,9450.674805,19483.59804,31937.82224,102340.7608,38125.652,28831.26315,6807.938748,84001.8926,5108.638153,59165.13172,21425.09454,30435.76646,4095.563966,12772.98543,9555.309251,88209.67954
596.2/1768,60572.4663,50381.3244,7908.522988,1211.308008,16512.23449,42780.17086,58029.54977,35829.73448,42379.08918,18081.61687,33548.23098,19067.79208,20091.66688,20059.34762,29707.6611,22861.99669,22138.05373,7504.947855,3908.181101,18669.42748,3578.565881,9738.192529,2509.749763,2515.889252,2245.292258,23856.88146,17998.32274,3362.399849,23051.67205,15362.65078,19151.58091,17724.79131,19088.7699,9025.018141,9258.269365,19581.13135,15933.85009,17515.67463
